,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
972,Niagara,MAAC,33,10,99.4,109.1,0.2566,47.6,50.5,17.9,16.0,30.5,30.7,33.6,30.8,44.0,48.1,36.6,36.6,70.3,-17.9,No Seed,No Seed,2017,0.30303030303030304,0.696969696969697,-9.699999999999989
973,High Point,BSth,28,15,98.2,107.9,0.2528,48.3,52.6,19.2,19.6,28.1,28.0,36.4,33.5,44.8,51.0,37.5,36.7,67.2,-11.4,No Seed,No Seed,2017,0.5357142857142857,0.4642857142857143,-9.700000000000003
974,South Florida,Amer,30,7,96.5,106.2,0.2504,47.7,51.0,23.5,19.1,30.6,34.0,30.7,40.1,45.9,45.1,34.6,39.6,70.1,-14.7,No Seed,No Seed,2017,0.23333333333333334,0.7666666666666666,-9.700000000000003
975,Delaware,CAA,31,13,97.5,107.2,0.2504,46.8,53.2,17.9,15.2,27.1,27.5,32.2,40.0,47.8,51.6,30.0,37.0,66.4,-13.7,No Seed,No Seed,2017,0.41935483870967744,0.5806451612903225,-9.700000000000003
976,Florida Atlantic,CUSA,28,10,97.7,107.5,0.2501,46.0,51.0,16.6,17.7,26.9,31.2,30.4,35.9,45.5,49.2,31.4,37.0,70.3,-14.6,No Seed,No Seed,2017,0.35714285714285715,0.6428571428571428,-9.799999999999997
977,Cal Poly,BW,29,11,100.5,110.7,0.2478,47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,45.1,50.0,33.5,39.8,66.4,-14.9,No Seed,No Seed,2017,0.3793103448275862,0.6206896551724138,-10.200000000000003
978,Abilene Christian,Slnd,25,13,97.5,107.5,0.245,52.5,52.8,21.0,21.4,23.0,31.7,34.7,44.3,50.7,52.1,37.1,36.1,67.1,-12.5,No Seed,No Seed,2017,0.52,0.48,-10.0
979,Brown,Ivy,28,13,102.5,113.1,0.2434,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49.0,58.6,35.6,37.4,72.7,-11.6,No Seed,No Seed,2017,0.4642857142857143,0.5357142857142857,-10.599999999999994
980,Colgate,Pat,31,10,97.2,107.5,0.2401,51.4,52.5,22.0,17.3,24.8,25.3,33.4,38.6,49.4,50.0,36.1,37.6,66.5,-16.3,No Seed,No Seed,2017,0.3225806451612903,0.6774193548387097,-10.299999999999997
981,Cal St. Northridge,BW,28,11,103.3,114.4,0.2364,49.7,51.9,17.9,17.8,27.7,31.8,45.0,41.7,49.4,49.6,33.7,38.4,74.2,-13.1,No Seed,No Seed,2017,0.39285714285714285,0.6071428571428572,-11.100000000000009
982,Jacksonville,ASun,29,17,100.3,111.2,0.2332,53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,50.4,56.5,38.8,37.8,69.2,-11.8,No Seed,No Seed,2017,0.5862068965517241,0.4137931034482759,-10.900000000000006
983,The Citadel,SC,30,12,104.2,115.6,0.2331,49.3,57.9,17.2,19.7,28.0,35.4,32.8,40.9,47.8,57.7,33.9,38.9,81.7,-14.5,No Seed,No Seed,2017,0.4,0.6,-11.399999999999991
984,Detroit,Horz,30,8,102.1,113.6,0.2272,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,48.4,57.3,37.0,37.6,73.8,-17.1,No Seed,No Seed,2017,0.26666666666666666,0.7333333333333334,-11.5
985,Sacramento St.,BSky,29,13,100.1,111.4,0.2263,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31.0,38.5,67.0,-13.8,No Seed,No Seed,2017,0.4482758620689655,0.5517241379310345,-11.300000000000011
986,Pepperdine,WCC,30,9,101.6,113.1,0.226,49.4,56.8,18.0,15.7,26.1,29.2,29.5,28.9,46.9,53.1,37.5,42.0,70.2,-14.0,No Seed,No Seed,2017,0.3,0.7,-11.5
987,Bryant,NEC,31,12,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,No Seed,No Seed,2017,0.3870967741935484,0.6129032258064516,-11.5
988,Sacred Heart,NEC,32,13,97.2,108.4,0.2221,49.5,52.8,22.0,19.5,30.9,27.1,35.0,33.3,49.2,50.5,33.5,37.9,72.7,-15.1,No Seed,No Seed,2017,0.40625,0.59375,-11.200000000000003
989,NJIT,ASun,29,11,98.0,109.3,0.2211,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,69.5,-14.6,No Seed,No Seed,2017,0.3793103448275862,0.6206896551724138,-11.299999999999997
990,Western Illinois,Sum,26,8,96.7,107.9,0.221,50.4,51.2,18.4,13.8,18.9,25.4,29.0,40.7,45.1,46.2,38.7,41.5,70.0,-15.3,No Seed,No Seed,2017,0.3076923076923077,0.6923076923076923,-11.200000000000003
991,Youngstown St.,Horz,32,13,101.0,112.8,0.2204,49.1,53.0,16.0,16.4,26.3,31.4,25.9,29.1,49.0,53.5,32.8,34.6,73.1,-15.4,No Seed,No Seed,2017,0.40625,0.59375,-11.799999999999997
992,Miami OH,MAC,30,11,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37.0,40.0,49.8,50.8,30.9,34.8,70.0,-15.6,No Seed,No Seed,2017,0.36666666666666664,0.6333333333333333,-10.900000000000006
993,Marist,MAAC,32,8,100.8,112.6,0.2183,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37.0,49.9,50.5,33.3,37.7,68.6,-17.8,No Seed,No Seed,2017,0.25,0.75,-11.799999999999997
994,Austin Peay,OVC,28,11,104.5,116.9,0.2169,52.4,56.4,17.3,17.6,24.2,35.8,41.0,29.5,52.2,56.9,35.2,37.0,71.3,-13.8,No Seed,No Seed,2017,0.39285714285714285,0.6071428571428572,-12.400000000000006
995,Manhattan,MAAC,32,10,95.7,107.1,0.2159,47.4,51.6,22.6,20.0,30.8,30.1,41.0,53.4,46.3,48.1,32.9,39.2,70.7,-15.7,No Seed,No Seed,2017,0.3125,0.6875,-11.399999999999991
996,Quinnipiac,MAAC,31,10,100.7,112.7,0.2152,47.9,52.6,19.2,16.8,34.1,30.2,33.0,38.2,47.4,50.5,32.6,38.0,74.3,-15.5,No Seed,No Seed,2017,0.3225806451612903,0.6774193548387097,-12.0
997,Nicholls St.,Slnd,27,14,100.3,112.4,0.2132,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49.0,51.7,33.5,41.7,71.0,-11.9,No Seed,No Seed,2017,0.5185185185185185,0.4814814814814815,-12.100000000000009
998,UMass Lowell,AE,30,11,102.9,115.4,0.2112,54.7,53.4,20.8,17.8,27.1,30.7,31.5,38.1,53.1,52.3,38.4,37.0,73.6,-15.6,No Seed,No Seed,2017,0.36666666666666664,0.6333333333333333,-12.5
999,UT Rio Grande Valley,WAC,29,10,99.7,112.0,0.2094,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,48.0,53.6,32.5,37.0,75.5,-16.5,No Seed,No Seed,2017,0.3448275862068966,0.6551724137931034,-12.299999999999997
1000,Northwestern St.,Slnd,25,13,100.0,112.5,0.2056,50.1,53.9,20.8,19.2,29.6,32.4,41.0,39.4,47.9,52.5,36.3,37.8,72.3,-12.0,No Seed,No Seed,2017,0.52,0.48,-12.5
1001,UC Riverside,BW,27,8,93.1,104.7,0.2053,45.7,49.8,19.9,19.1,26.0,29.9,30.0,34.1,44.9,47.9,31.6,35.1,69.0,-16.3,No Seed,No Seed,2017,0.2962962962962963,0.7037037037037037,-11.600000000000009
1002,Norfolk St.,MEAC,32,17,93.5,105.3,0.2027,47.4,48.0,20.5,16.7,29.7,28.9,38.0,38.4,46.1,45.4,33.2,34.7,69.8,-10.9,No Seed,No Seed,2017,0.53125,0.46875,-11.799999999999997
1003,Dartmouth,Ivy,27,7,98.8,111.4,0.2015,49.9,53.3,21.7,15.8,27.7,27.0,33.8,30.7,48.1,53.7,35.2,35.1,68.7,-14.7,No Seed,No Seed,2017,0.25925925925925924,0.7407407407407407,-12.600000000000009
1004,Incarnate Word,Slnd,25,12,100.7,113.7,0.1993,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.2,No Seed,No Seed,2017,0.48,0.52,-13.0
1005,Radford,BSth,30,14,95.0,107.6,0.1926,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30.0,44.6,49.9,34.6,35.9,65.6,-11.8,No Seed,No Seed,2017,0.4666666666666667,0.5333333333333333,-12.599999999999994
1006,Alcorn St.,SWAC,29,18,94.1,106.7,0.1906,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32.0,30.2,69.0,-9.7,No Seed,No Seed,2017,0.6206896551724138,0.3793103448275862,-12.600000000000009
1007,American,Pat,30,8,94.7,107.6,0.1874,50.3,52.5,20.2,20.2,21.7,28.0,30.7,41.4,51.7,51.4,31.8,36.6,66.0,-16.4,No Seed,No Seed,2017,0.26666666666666666,0.7333333333333334,-12.899999999999991
1008,Charleston Southern,BSth,28,12,102.2,116.1,0.1863,48.7,54.3,16.2,16.8,27.4,27.4,35.0,41.6,48.0,53.2,33.3,37.3,69.9,-13.8,No Seed,No Seed,2017,0.42857142857142855,0.5714285714285714,-13.899999999999991
1009,Central Arkansas,Slnd,32,8,102.9,117.5,0.1794,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32.0,46.7,52.2,37.5,39.2,72.4,-17.4,No Seed,No Seed,2017,0.25,0.75,-14.599999999999994
1010,North Texas,CUSA,28,8,95.9,109.6,0.1772,47.4,50.4,18.4,17.8,26.5,31.2,34.9,35.0,47.3,49.6,31.7,34.6,71.2,-17.6,No Seed,No Seed,2017,0.2857142857142857,0.7142857142857143,-13.699999999999989
1011,Prairie View A&M,SWAC,31,13,96.9,111.2,0.1705,48.6,52.9,18.8,21.7,24.7,35.0,35.4,49.5,46.4,52.2,34.9,36.2,69.7,-13.9,No Seed,No Seed,2017,0.41935483870967744,0.5806451612903225,-14.299999999999997
1012,SIU Edwardsville,OVC,28,6,94.6,108.7,0.168,45.0,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54.0,29.2,33.2,70.9,-18.0,No Seed,No Seed,2017,0.21428571428571427,0.7857142857142857,-14.100000000000009
1013,Stetson,ASun,29,11,99.3,114.2,0.1659,49.9,52.9,14.9,15.1,21.1,33.0,32.6,32.2,49.9,52.6,33.4,35.6,73.9,-16.3,No Seed,No Seed,2017,0.3793103448275862,0.6206896551724138,-14.900000000000006
1014,Savannah St.,MEAC,27,13,99.0,113.9,0.1657,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52.0,55.9,31.8,32.6,83.3,-11.0,No Seed,No Seed,2017,0.48148148148148145,0.5185185185185186,-14.900000000000006
1015,Morgan St.,MEAC,29,14,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42.0,51.7,29.2,28.9,69.2,-13.1,No Seed,No Seed,2017,0.4827586206896552,0.5172413793103448,-14.0
1016,McNeese St.,Slnd,26,7,95.6,110.2,0.1628,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-16.0,No Seed,No Seed,2017,0.2692307692307692,0.7307692307692308,-14.600000000000009
1017,Binghamton,AE,29,12,94.8,109.5,0.1598,48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,47.1,51.3,34.4,35.7,67.2,-15.3,No Seed,No Seed,2017,0.41379310344827586,0.5862068965517242,-14.700000000000003
1018,UC Santa Barbara,BW,27,6,92.0,106.2,0.1597,42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,41.7,53.2,28.5,34.4,66.1,-16.2,No Seed,No Seed,2017,0.2222222222222222,0.7777777777777778,-14.200000000000003
1019,Northern Arizona,BSky,31,9,94.4,109.4,0.1556,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,-19.1,No Seed,No Seed,2017,0.2903225806451613,0.7096774193548387,-15.0
1020,Hampton,MEAC,29,14,92.0,106.6,0.1552,46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,45.0,47.5,32.2,35.6,69.5,-12.5,No Seed,No Seed,2017,0.4827586206896552,0.5172413793103448,-14.599999999999994
1021,Western Carolina,SC,30,9,89.2,103.6,0.1532,43.1,52.9,23.2,19.1,31.5,29.0,27.7,46.6,41.9,52.1,30.4,36.0,68.5,-15.2,No Seed,No Seed,2017,0.3,0.7,-14.399999999999991
1022,VMI,SC,28,6,96.7,112.4,0.1515,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32.0,40.7,70.1,-17.3,No Seed,No Seed,2017,0.21428571428571427,0.7857142857142857,-15.700000000000003
1023,Maryland Eastern Shore,MEAC,32,14,96.4,112.7,0.1423,48.4,52.8,18.0,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,No Seed,No Seed,2017,0.4375,0.5625,-16.299999999999997
1024,Idaho St.,BSky,30,6,97.6,114.3,0.1391,50.2,56.5,19.3,18.2,22.0,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,-20.1,No Seed,No Seed,2017,0.2,0.8,-16.700000000000003
1025,Lafayette,Pat,29,9,95.2,111.9,0.134,49.1,54.5,20.7,18.2,20.0,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71.0,-15.9,No Seed,No Seed,2017,0.3103448275862069,0.6896551724137931,-16.700000000000003
1026,Southern Utah,BSky,31,6,100.5,118.5,0.1311,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43.0,54.2,36.3,40.2,72.7,-22.9,No Seed,No Seed,2017,0.1935483870967742,0.8064516129032258,-18.0
1027,Jackson St.,SWAC,29,14,92.2,108.8,0.1295,44.2,49.6,18.5,19.8,34.0,28.7,33.7,48.4,44.0,49.6,29.8,33.1,65.6,-13.6,No Seed,No Seed,2017,0.4827586206896552,0.5172413793103448,-16.599999999999994
1028,Southern Miss,CUSA,29,9,92.4,109.2,0.1278,45.0,52.2,18.1,16.6,22.3,25.8,29.3,33.9,45.4,49.4,29.6,37.4,66.9,-16.7,No Seed,No Seed,2017,0.3103448275862069,0.6896551724137931,-16.799999999999997
1029,Southern,SWAC,30,15,96.7,114.7,0.1225,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,69.8,-13.5,No Seed,No Seed,2017,0.5,0.5,-18.0
1030,Grambling St.,SWAC,30,15,94.7,112.9,0.1175,46.8,55.5,20.2,24.3,32.0,35.0,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.6,No Seed,No Seed,2017,0.5,0.5,-18.200000000000003
1031,Hartford,AE,32,9,92.1,109.9,0.1165,47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,45.0,48.7,33.9,38.9,70.3,-18.1,No Seed,No Seed,2017,0.28125,0.71875,-17.80000000000001
1032,Bethune Cookman,MEAC,30,10,95.2,113.9,0.1138,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40.0,45.9,54.7,32.3,33.6,69.6,-18.7,No Seed,No Seed,2017,0.3333333333333333,0.6666666666666667,-18.700000000000003
1033,Maine,AE,31,7,90.5,109.4,0.1021,45.5,53.0,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,69.6,-18.8,No Seed,No Seed,2017,0.22580645161290322,0.7741935483870968,-18.900000000000006
1034,Delaware St.,MEAC,30,10,93.9,113.5,0.1015,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.4,No Seed,No Seed,2017,0.3333333333333333,0.6666666666666667,-19.599999999999994
1035,South Carolina St.,MEAC,29,11,98.0,118.7,0.0995,47.4,54.3,18.0,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32.0,34.4,69.4,-13.1,No Seed,No Seed,2017,0.3793103448275862,0.6206896551724138,-20.700000000000003
1036,Chicago St.,WAC,29,6,91.3,110.7,0.0985,42.4,55.0,19.6,18.3,26.1,31.1,27.8,35.5,40.7,55.7,30.4,36.1,68.7,-18.4,No Seed,No Seed,2017,0.20689655172413793,0.7931034482758621,-19.400000000000006
1037,Howard,MEAC,32,10,90.0,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29.0,36.0,68.7,-18.0,No Seed,No Seed,2017,0.3125,0.6875,-19.099999999999994
1038,Central Connecticut,NEC,29,6,92.5,113.3,0.089,46.7,54.0,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38.0,66.5,-19.6,No Seed,No Seed,2017,0.20689655172413793,0.7931034482758621,-20.799999999999997
1039,Mississippi Valley St.,SWAC,32,7,94.6,118.8,0.0684,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56.0,34.3,38.1,72.4,-18.2,No Seed,No Seed,2017,0.21875,0.78125,-24.200000000000003
1040,Florida A&M,MEAC,28,7,92.3,116.7,0.0632,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.2,No Seed,No Seed,2017,0.25,0.75,-24.400000000000006
1041,Alabama St.,SWAC,30,8,90.2,114.1,0.0625,44.3,50.3,22.0,18.0,34.5,31.8,34.6,42.6,44.4,49.7,29.4,34.5,70.0,-19.2,No Seed,No Seed,2017,0.26666666666666666,0.7333333333333334,-23.89999999999999
1042,Coppin St.,MEAC,30,8,91.7,116.6,0.0593,43.9,54.4,19.1,18.9,28.0,33.1,40.0,40.0,41.7,55.0,31.7,35.6,70.0,-17.8,No Seed,No Seed,2017,0.26666666666666666,0.7333333333333334,-24.89999999999999
1043,St. Francis NY,NEC,30,4,86.7,111.6,0.0519,41.0,52.7,17.4,20.0,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36.0,68.5,-22.5,No Seed,No Seed,2017,0.13333333333333333,0.8666666666666667,-24.89999999999999
1044,Longwood,BSth,28,6,91.2,117.5,0.0513,49.3,55.1,21.9,17.4,21.5,34.1,29.0,32.2,49.6,52.5,32.5,40.0,71.8,-19.5,No Seed,No Seed,2017,0.21428571428571427,0.7857142857142857,-26.299999999999997
1045,North Carolina A&T,MEAC,30,3,95.2,124.0,0.0458,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.2,No Seed,No Seed,2017,0.1,0.9,-28.799999999999997
1046,Arkansas Pine Bluff,SWAC,30,6,84.0,110.8,0.0396,46.0,52.2,25.9,23.5,29.9,35.4,32.8,58.5,42.9,54.3,34.4,32.6,69.0,-20.2,No Seed,No Seed,2017,0.2,0.8,-26.799999999999997
1047,Presbyterian,BSth,28,5,87.2,118.2,0.0295,45.5,56.1,23.3,16.9,29.0,31.9,27.7,36.7,43.2,53.3,33.6,39.6,65.3,-20.5,No Seed,No Seed,2017,0.17857142857142858,0.8214285714285714,-31.0
1048,Alabama A&M,SWAC,29,2,90.4,123.6,0.0266,44.3,53.7,19.8,14.0,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.7,-24.0,No Seed,No Seed,2017,0.06896551724137931,0.9310344827586207,-33.19999999999999
1049,Indiana,B10,36,29,121.0,89.7,0.9692,54.7,44.0,19.3,20.9,39.0,31.4,45.8,27.0,52.0,43.2,40.3,30.4,67.8,7.8,S16,1.0,2013,0.8055555555555556,0.19444444444444442,31.299999999999997
1050,Gonzaga,WCC,34,31,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,R32,1.0,2013,0.9117647058823529,0.08823529411764708,28.700000000000003
1051,Kansas,B12,37,31,111.6,86.2,0.9514,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32.0,52.9,39.3,36.4,30.3,67.7,7.5,S16,1.0,2013,0.8378378378378378,0.16216216216216217,25.39999999999999
1052,Louisville,BE,40,35,115.9,84.5,0.9743,50.6,44.8,18.3,27.0,38.2,33.3,40.0,34.9,50.8,43.4,33.3,31.8,67.1,9.0,Champions,1.0,2013,0.875,0.125,31.400000000000006
1053,Georgetown,BE,32,25,107.6,85.0,0.9381,51.1,43.0,20.1,22.4,30.4,31.0,36.8,35.3,50.2,41.4,35.3,30.7,62.5,6.6,R64,2.0,2013,0.78125,0.21875,22.599999999999994
1054,Miami FL,ACC,36,29,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,S16,2.0,2013,0.8055555555555556,0.19444444444444442,21.60000000000001
1055,Ohio St.,B10,37,29,113.6,89.4,0.9406,50.6,45.4,16.2,20.7,31.8,28.2,35.5,29.5,49.4,43.6,35.6,32.4,65.3,7.2,E8,2.0,2013,0.7837837837837838,0.21621621621621623,24.19999999999999
1056,Duke,ACC,36,30,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29.0,67.8,7.5,E8,2.0,2013,0.8333333333333334,0.16666666666666663,26.900000000000006
1057,Michigan St.,B10,35,26,111.4,87.8,0.9392,50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,50.4,44.3,34.1,30.1,64.4,6.7,S16,3.0,2013,0.7428571428571429,0.2571428571428571,23.60000000000001
1058,Marquette,BE,35,26,113.0,93.2,0.902,49.6,46.2,20.9,19.5,38.4,33.1,40.9,31.7,51.6,44.9,29.6,32.3,64.6,4.5,E8,3.0,2013,0.7428571428571429,0.2571428571428571,19.799999999999997
1059,New Mexico,MWC,35,29,107.0,91.1,0.8641,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,46.1,42.0,35.1,34.6,65.4,6.9,R64,3.0,2013,0.8285714285714286,0.17142857142857137,15.900000000000006
1060,Florida,SEC,37,29,115.7,85.7,0.9694,55.2,43.3,17.8,22.5,34.2,28.4,31.0,29.9,54.3,41.8,37.8,31.0,62.8,4.1,E8,3.0,2013,0.7837837837837838,0.21621621621621623,30.0
1061,Kansas St.,B12,34,26,113.4,94.5,0.8896,49.1,47.5,18.2,22.2,38.5,33.8,31.7,36.8,46.8,46.5,35.8,33.3,63.0,5.4,R64,4.0,2013,0.7647058823529411,0.23529411764705888,18.900000000000006
1062,Saint Louis,A10,35,28,108.0,87.5,0.9181,50.4,45.5,17.6,23.6,27.9,29.1,44.0,35.0,50.0,44.1,34.0,33.1,64.7,3.8,R32,4.0,2013,0.8,0.19999999999999996,20.5
1063,Michigan,B10,38,30,121.5,93.7,0.9522,54.6,48.0,14.6,18.7,32.5,29.4,28.4,22.7,53.4,47.6,37.9,32.6,64.8,6.2,2ND,4.0,2013,0.7894736842105263,0.21052631578947367,27.799999999999997
1064,Syracuse,BE,40,30,113.0,87.0,0.9533,49.0,42.6,18.9,23.6,38.8,34.5,36.8,35.4,48.5,42.6,33.4,28.4,65.4,5.1,F4,4.0,2013,0.75,0.25,26.0
1065,Wisconsin,B10,35,23,107.2,84.3,0.9406,48.6,43.0,15.7,18.0,32.6,26.9,29.7,25.7,48.0,42.8,33.0,28.9,61.9,4.6,R64,5.0,2013,0.6571428571428571,0.34285714285714286,22.900000000000006
1066,Oklahoma St.,B12,33,24,107.1,88.6,0.8983,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,49.5,42.4,31.6,32.4,67.3,3.2,R64,5.0,2013,0.7272727272727273,0.2727272727272727,18.5
1067,UNLV,MWC,34,24,104.7,88.4,0.8749,48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,48.9,42.6,32.6,31.6,69.3,1.8,R64,5.0,2013,0.7058823529411765,0.2941176470588235,16.299999999999997
1068,VCU,A10,36,27,113.8,92.1,0.9195,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,68.1,2.6,R32,5.0,2013,0.75,0.25,21.700000000000003
1069,UCLA,P12,35,25,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,R64,6.0,2013,0.7142857142857143,0.2857142857142857,15.200000000000003
1070,Butler,A10,35,26,109.2,93.0,0.8624,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,R32,6.0,2013,0.7428571428571429,0.2571428571428571,16.200000000000003
1071,Arizona,P12,35,27,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,S16,6.0,2013,0.7714285714285715,0.22857142857142854,22.200000000000003
1072,Memphis,CUSA,36,31,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,R32,6.0,2013,0.8611111111111112,0.13888888888888884,15.899999999999991
1073,San Diego St.,MWC,32,21,106.0,89.5,0.8752,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,66.8,0.4,R32,7.0,2013,0.65625,0.34375,16.5
1074,Illinois,B10,34,21,109.8,92.7,0.8749,47.5,48.7,17.6,21.7,33.6,33.0,31.0,36.0,47.4,47.4,31.7,34.1,66.1,2.4,R32,7.0,2013,0.6176470588235294,0.38235294117647056,17.099999999999994
1075,Notre Dame,BE,35,25,112.9,95.4,0.8748,52.2,46.8,17.6,16.0,34.0,29.5,32.0,24.6,50.6,45.9,37.0,32.5,61.7,3.9,R64,7.0,2013,0.7142857142857143,0.2857142857142857,17.5
1076,Creighton,MVC,36,28,116.4,95.0,0.9117,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,65.2,3.5,R32,7.0,2013,0.7777777777777778,0.2222222222222222,21.400000000000006
1077,Pittsburgh,BE,33,24,112.8,91.1,0.9217,51.7,44.6,18.1,22.0,40.4,30.0,37.5,36.4,51.5,44.0,34.9,30.4,60.3,3.1,R64,8.0,2013,0.7272727272727273,0.2727272727272727,21.700000000000003
1078,Colorado St.,MWC,33,24,116.6,98.4,0.8759,49.2,48.6,17.2,16.5,41.4,23.2,44.1,36.4,48.4,47.1,34.1,34.1,64.8,1.9,R32,8.0,2013,0.7272727272727273,0.2727272727272727,18.19999999999999
1079,North Carolina,ACC,35,24,111.6,93.0,0.8902,49.3,48.0,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,71.4,2.5,R32,8.0,2013,0.6857142857142857,0.3142857142857143,18.599999999999994
1080,North Carolina St.,ACC,35,24,115.2,98.0,0.865,54.2,46.8,18.0,16.6,34.7,32.6,40.9,29.0,52.8,47.5,39.1,30.2,68.1,2.2,R64,8.0,2013,0.6857142857142857,0.3142857142857143,17.200000000000003
1081,Villanova,BE,33,19,105.3,90.5,0.8507,47.3,47.3,22.9,22.0,33.1,29.5,50.6,40.9,46.0,42.4,33.2,37.3,67.7,0.3,R64,9.0,2013,0.5757575757575758,0.4242424242424242,14.799999999999997
1082,Missouri,SEC,34,23,113.3,95.2,0.8815,51.2,46.1,18.9,17.6,38.7,28.6,35.0,29.7,51.4,44.1,33.9,33.2,67.7,1.2,R64,9.0,2013,0.6764705882352942,0.32352941176470584,18.099999999999994
1083,Temple,A10,34,24,110.7,96.9,0.822,49.0,49.0,15.9,20.1,30.8,31.4,35.6,34.1,48.8,47.3,32.8,35.3,66.8,1.5,R32,9.0,2013,0.7058823529411765,0.2941176470588235,13.799999999999997
